Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Errors
EMP1491,Frank,Jones,25,Sales-New York,active,9/29/2021,99669.86,frank.jones@example.com,6652683414,average,FALSE,Sales,New York,Invalid Join_Date
EMP1492,Alice,Smith,30,Admin-New York,active,5/25/2021,52314.97,alice.smith@example.com,5999101575,excellent,FALSE,Admin,New York,Invalid Join_Date
EMP1493,Frank,Miller,30,HR-California,inactive,10/31/2022,77785.96,frank.miller@example.com,7647229811,excellent,FALSE,HR,California,Invalid Join_Date
EMP1495,Frank,Davis,35,Admin-California,pending,8/28/2024,98219.54,frank.davis@example.com,9413475097,good,TRUE,Admin,California,Invalid Join_Date
EMP1496,Grace,Williams,25,Admin-Illinois,active,10/21/2024,65494.58,grace.williams@example.com,8986456521,average,TRUE,Admin,Illinois,Invalid Join_Date
EMP1498,Alice,Smith,40,Admin-Nevada,active,5/16/2023,106060.54,alice.smith@example.com,4214477323,poor,FALSE,Admin,Nevada,Invalid Join_Date
EMP1499,Eva,Brown,35,Finance-Florida,inactive,7/29/2022,67639.91,eva.brown@example.com,4913421387,excellent,TRUE,Finance,Florida,Invalid Join_Date
EMP1500,Grace,Davis,,Cloud Tech-Texas,pending,9/18/2023,117653.98,grace.davis@example.com,2090883069,good,TRUE,Cloud Tech,Texas,Age is required; Invalid Age; Invalid Join_Date
EMP1502,Frank,Jones,35,HR-Nevada,pending,8/27/2023,70915.38,frank.jones@example.com,1176741240,excellent,TRUE,HR,Nevada,Invalid Join_Date
EMP1503,David,Garcia,25,Sales-Florida,pending,10/16/2021,97652.9,david.garcia@example.com,5131528546,excellent,FALSE,Sales,Florida,Invalid Join_Date
EMP1506,Frank,Garcia,,HR-New York,pending,11/30/2024,89077.36,frank.garcia@example.com,2727423182,average,FALSE,HR,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1507,Heidi,Williams,30,DevOps-California,pending,7/13/2024,89132.22,heidi.williams@example.com,617893205,excellent,TRUE,DevOps,California,Invalid Join_Date
EMP1512,Heidi,Davis,30,HR-Nevada,active,5/14/2024,55656.8,heidi.davis@example.com,6304483607,good,TRUE,HR,Nevada,Invalid Join_Date
EMP1513,Charlie,Miller,35,DevOps-Texas,active,7/14/2022,69146.95,charlie.miller@example.com,5456676639,excellent,FALSE,DevOps,Texas,Invalid Join_Date
EMP1514,Charlie,Johnson,,Admin-Florida,active,9/22/2020,93013.58,charlie.johnson@example.com,4735047638,average,TRUE,Admin,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1515,Grace,Williams,40,Finance-Florida,active,3/18/2020,87364.78,grace.williams@example.com,2831995297,good,FALSE,Finance,Florida,Invalid Join_Date
EMP1516,Alice,Garcia,35,Sales-New York,active,10/17/2023,50288.67,alice.garcia@example.com,61558107,excellent,FALSE,Sales,New York,Invalid Join_Date
EMP1517,David,Miller,35,HR-New York,active,2/24/2022,85233.55,david.miller@example.com,3583286341,good,TRUE,HR,New York,Invalid Join_Date
EMP1518,Bob,Garcia,25,HR-California,inactive,1/30/2024,86420.19,bob.garcia@example.com,5563830007,good,FALSE,HR,California,Invalid Join_Date
EMP1519,Grace,Johnson,30,HR-Florida,inactive,3/16/2024,63189.82,grace.johnson@example.com,1867024402,excellent,FALSE,HR,Florida,Invalid Join_Date
EMP1520,Grace,Garcia,25,Admin-New York,pending,9/25/2020,64783.32,grace.garcia@example.com,3041662410,average,FALSE,Admin,New York,Invalid Join_Date
EMP1522,Eva,Miller,,Sales-Texas,pending,2020-08-04,96337.89,eva.miller@example.com,6394568043,poor,FALSE,Sales,Texas,Age is required; Invalid Age
EMP1523,Alice,Davis,25,DevOps-Texas,inactive,6/28/2022,76617.76,alice.davis@example.com,7314976460,excellent,TRUE,DevOps,Texas,Invalid Join_Date
EMP1524,Heidi,Johnson,30,Admin-Nevada,pending,7/14/2023,50651.32,heidi.johnson@example.com,3684748835,poor,FALSE,Admin,Nevada,Invalid Join_Date
EMP1525,Bob,Davis,,HR-Illinois,pending,2023-06-12,59601.45,bob.davis@example.com,765817389,poor,FALSE,HR,Illinois,Age is required; Invalid Age
EMP1526,Bob,Williams,,DevOps-Illinois,active,2021-01-08,57980.88,bob.williams@example.com,6375791451,poor,FALSE,DevOps,Illinois,Age is required; Invalid Age
EMP1527,David,Johnson,,Admin-California,pending,2/17/2021,75054.53,david.johnson@example.com,1182379311,average,FALSE,Admin,California,Age is required; Invalid Age; Invalid Join_Date
EMP1530,Bob,Smith,,Cloud Tech-Nevada,pending,7/26/2020,113334.56,bob.smith@example.com,3878753576,excellent,FALSE,Cloud Tech,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1531,Heidi,Garcia,35,HR-Florida,active,7/23/2020,106922.49,heidi.garcia@example.com,8811616201,excellent,TRUE,HR,Florida,Invalid Join_Date
EMP1532,Eva,Smith,35,DevOps-California,inactive,2/21/2024,58113.07,eva.smith@example.com,8123710671,average,TRUE,DevOps,California,Invalid Join_Date
EMP1533,Alice,Smith,25,Admin-Nevada,pending,12/15/2020,73006.26,alice.smith@example.com,8728660415,poor,TRUE,Admin,Nevada,Invalid Join_Date
EMP1534,Eva,Williams,25,HR-California,active,8/21/2020,78054.43,eva.williams@example.com,4485959223,poor,TRUE,HR,California,Invalid Join_Date
EMP1535,Eva,Miller,40,DevOps-Florida,inactive,8/21/2023,112028.67,eva.miller@example.com,8395894772,excellent,FALSE,DevOps,Florida,Invalid Join_Date
EMP1536,Charlie,Garcia,25,Admin-Texas,inactive,4/24/2023,83787.24,charlie.garcia@example.com,5228705621,good,TRUE,Admin,Texas,Invalid Join_Date
EMP1538,Charlie,Jones,40,Finance-Texas,inactive,6/21/2022,53218.06,charlie.jones@example.com,1097921582,average,FALSE,Finance,Texas,Invalid Join_Date
EMP1539,Frank,Johnson,25,DevOps-Nevada,pending,4/20/2024,102053.67,frank.johnson@example.com,5034469458,average,FALSE,DevOps,Nevada,Invalid Join_Date
EMP1544,David,Smith,,DevOps-Florida,inactive,7/31/2024,66450.0,david.smith@example.com,287675480,average,TRUE,DevOps,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1545,Heidi,Garcia,25,Finance-Florida,inactive,8/31/2020,118646.95,heidi.garcia@example.com,3866675484,average,FALSE,Finance,Florida,Invalid Join_Date
EMP1546,Alice,Jones,25,Finance-Florida,active,2/15/2023,88436.92,alice.jones@example.com,8193242686,excellent,FALSE,Finance,Florida,Invalid Join_Date
EMP1547,Eva,Brown,,Sales-New York,pending,2023-07-10,81934.55,eva.brown@example.com,7418652056,poor,FALSE,Sales,New York,Age is required; Invalid Age
EMP1548,Alice,Johnson,30,Finance-California,pending,4/20/2024,93383.06,alice.johnson@example.com,5639836519,average,FALSE,Finance,California,Invalid Join_Date
EMP1549,Frank,Davis,40,Cloud Tech-Texas,pending,3/30/2021,50153.79,frank.davis@example.com,3758309450,good,TRUE,Cloud Tech,Texas,Invalid Join_Date
EMP1550,Eva,Smith,,Sales-California,pending,2020-05-08,53204.47,eva.smith@example.com,5480940475,good,FALSE,Sales,California,Age is required; Invalid Age
EMP1552,Grace,Jones,30,Finance-New York,pending,11/23/2021,57543.6,grace.jones@example.com,2781050921,good,TRUE,Finance,New York,Invalid Join_Date
EMP1553,Bob,Brown,40,Finance-Nevada,pending,10/29/2022,59424.52,bob.brown@example.com,2161070517,good,FALSE,Finance,Nevada,Invalid Join_Date
EMP1554,Alice,Smith,,Finance-Illinois,inactive,2022-07-11,104675.7,alice.smith@example.com,4390552957,poor,TRUE,Finance,Illinois,Age is required; Invalid Age
EMP1555,Charlie,Garcia,30,Cloud Tech-Florida,pending,5/14/2023,92431.25,charlie.garcia@example.com,660138240,average,FALSE,Cloud Tech,Florida,Invalid Join_Date
EMP1556,Grace,Garcia,40,Sales-Nevada,active,7/14/2021,77850.9,grace.garcia@example.com,2704938619,average,TRUE,Sales,Nevada,Invalid Join_Date
EMP1557,Eva,Miller,40,Admin-New York,inactive,5/18/2023,99001.0,eva.miller@example.com,4485157918,good,TRUE,Admin,New York,Invalid Join_Date
EMP1558,Eva,Garcia,,HR-Nevada,pending,2023-07-02,94280.83,eva.garcia@example.com,7111212589,good,TRUE,HR,Nevada,Age is required; Invalid Age
EMP1559,Eva,Miller,35,DevOps-New York,pending,8/24/2023,118262.56,eva.miller@example.com,2035713431,average,TRUE,DevOps,New York,Invalid Join_Date
EMP1561,Grace,Williams,,HR-Florida,active,2022-06-12,57452.93,grace.williams@example.com,3343244740,good,TRUE,HR,Florida,Age is required; Invalid Age
EMP1564,David,Brown,,Finance-New York,pending,5/25/2024,105778.36,david.brown@example.com,8841834373,good,TRUE,Finance,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1566,Eva,Johnson,30,Sales-Florida,active,7/21/2023,99324.03,eva.johnson@example.com,9690515025,excellent,FALSE,Sales,Florida,Invalid Join_Date
EMP1567,David,Garcia,30,HR-Florida,active,10/30/2023,55212.83,david.garcia@example.com,7551254277,excellent,TRUE,HR,Florida,Invalid Join_Date
EMP1568,Bob,Davis,40,Cloud Tech-Florida,inactive,2/13/2023,68496.77,bob.davis@example.com,2079799666,average,FALSE,Cloud Tech,Florida,Invalid Join_Date
EMP1569,Eva,Davis,25,HR-Florida,pending,11/13/2020,52795.84,eva.davis@example.com,3459576402,poor,FALSE,HR,Florida,Invalid Join_Date
EMP1570,Alice,Miller,,DevOps-California,inactive,2024-05-06,90087.39,alice.miller@example.com,8166496901,poor,FALSE,DevOps,California,Age is required; Invalid Age
EMP1571,Frank,Williams,,Admin-New York,pending,5/19/2020,105038.08,frank.williams@example.com,8249839224,average,FALSE,Admin,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1572,Grace,Smith,25,HR-New York,active,9/20/2023,73231.85,grace.smith@example.com,142576269,poor,FALSE,HR,New York,Invalid Join_Date
EMP1573,David,Johnson,,Sales-Florida,pending,8/13/2024,102649.36,david.johnson@example.com,2324412335,poor,FALSE,Sales,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1576,Frank,Jones,,Sales-Florida,inactive,3/30/2020,70750.38,frank.jones@example.com,2526546967,poor,FALSE,Sales,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1577,Frank,Miller,,Cloud Tech-Texas,active,2024-02-05,N/A,frank.miller@example.com,1579039234,excellent,TRUE,Cloud Tech,Texas,Age is required; Invalid Age; Invalid Salary
EMP1579,David,Johnson,,DevOps-Nevada,inactive,8/17/2023,107172.8,david.johnson@example.com,7303461561,excellent,TRUE,DevOps,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1580,Charlie,Miller,25,Finance-Nevada,inactive,3/18/2020,56126.46,charlie.miller@example.com,6244670461,poor,TRUE,Finance,Nevada,Invalid Join_Date
EMP1581,Eva,Smith,,Cloud Tech-Illinois,active,6/13/2021,78534.29,eva.smith@example.com,2681715159,average,TRUE,Cloud Tech,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1582,Grace,Brown,40,HR-Texas,inactive,2023-10-10,N/A,grace.brown@example.com,2529867075,good,FALSE,HR,Texas,Invalid Salary
EMP1583,Bob,Johnson,,Cloud Tech-Nevada,active,2022-02-01,114963.34,bob.johnson@example.com,6046419784,excellent,FALSE,Cloud Tech,Nevada,Age is required; Invalid Age
EMP1584,Eva,Miller,,Cloud Tech-California,inactive,2/20/2022,77657.93,eva.miller@example.com,7585126860,poor,FALSE,Cloud Tech,California,Age is required; Invalid Age; Invalid Join_Date
EMP1586,Eva,Miller,30,HR-Nevada,pending,8/19/2023,76119.14,eva.miller@example.com,740177508,good,FALSE,HR,Nevada,Invalid Join_Date
EMP1588,Bob,Brown,35,Admin-Nevada,pending,1/26/2024,74069.62,bob.brown@example.com,5607540914,good,FALSE,Admin,Nevada,Invalid Join_Date
EMP1590,Alice,Smith,,Finance-Nevada,pending,5/29/2020,70345.69,alice.smith@example.com,7645793896,excellent,TRUE,Finance,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1592,David,Jones,25,HR-Illinois,active,1/31/2021,72245.02,david.jones@example.com,1546602415,poor,TRUE,HR,Illinois,Invalid Join_Date
EMP1593,Eva,Brown,,Admin-Illinois,pending,1/16/2022,106538.98,eva.brown@example.com,1394498829,excellent,FALSE,Admin,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1594,Charlie,Brown,25,HR-New York,active,12/29/2023,101787.14,charlie.brown@example.com,5973642479,good,FALSE,HR,New York,Invalid Join_Date
EMP1596,Eva,Jones,40,Sales-Texas,active,8/15/2023,92463.94,eva.jones@example.com,2447951329,average,TRUE,Sales,Texas,Invalid Join_Date
EMP1597,Charlie,Davis,,Admin-California,pending,12/20/2024,93863.32,charlie.davis@example.com,5319497968,excellent,FALSE,Admin,California,Age is required; Invalid Age; Invalid Join_Date
EMP1598,Alice,Brown,,DevOps-Texas,pending,3/31/2023,78359.41,alice.brown@example.com,5867805554,good,FALSE,DevOps,Texas,Age is required; Invalid Age; Invalid Join_Date
EMP1599,Alice,Miller,,HR-Illinois,pending,8/24/2022,95773.57,alice.miller@example.com,7277382645,excellent,FALSE,HR,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1602,Charlie,Brown,,Admin-Florida,active,2021-01-01,89645.01,charlie.brown@example.com,9596604872,good,TRUE,Admin,Florida,Age is required; Invalid Age
EMP1604,Frank,Davis,30,Cloud Tech-Nevada,active,11/26/2022,113540.83,frank.davis@example.com,1942268652,good,TRUE,Cloud Tech,Nevada,Invalid Join_Date
EMP1605,Heidi,Williams,40,Cloud Tech-Texas,pending,10/25/2021,57225.75,heidi.williams@example.com,6945515887,average,TRUE,Cloud Tech,Texas,Invalid Join_Date
EMP1606,Eva,Davis,35,Sales-Illinois,pending,12/22/2020,76366.17,eva.davis@example.com,6367747225,excellent,FALSE,Sales,Illinois,Invalid Join_Date
EMP1607,Bob,Garcia,,HR-Florida,active,11/23/2022,78408.95,bob.garcia@example.com,4085721695,excellent,TRUE,HR,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1608,Frank,Brown,40,Finance-Illinois,active,10/24/2022,111742.4,frank.brown@example.com,6630932997,average,TRUE,Finance,Illinois,Invalid Join_Date
EMP1610,Bob,Jones,30,Finance-California,pending,8/20/2020,83706.17,bob.jones@example.com,7150968831,average,FALSE,Finance,California,Invalid Join_Date
EMP1611,David,Johnson,,Admin-Nevada,inactive,2/15/2020,67056.92,david.johnson@example.com,7532735240,average,TRUE,Admin,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1612,Charlie,Brown,30,DevOps-Illinois,active,12/29/2024,90058.85,charlie.brown@example.com,397739731,poor,FALSE,DevOps,Illinois,Invalid Join_Date
EMP1613,Eva,Johnson,30,Sales-Florida,pending,2/28/2023,94633.59,eva.johnson@example.com,7819523709,average,TRUE,Sales,Florida,Invalid Join_Date
EMP1614,Eva,Miller,25,Admin-Florida,pending,8/23/2022,110711.17,eva.miller@example.com,687616480,excellent,TRUE,Admin,Florida,Invalid Join_Date
EMP1615,Grace,Williams,,Admin-Illinois,active,6/30/2023,96175.41,grace.williams@example.com,9807704604,average,TRUE,Admin,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1616,Frank,Smith,40,Sales-Illinois,active,4/15/2021,76474.79,frank.smith@example.com,6876112490,excellent,TRUE,Sales,Illinois,Invalid Join_Date
EMP1619,Bob,Williams,25,Finance-Nevada,active,5/20/2023,N/A,bob.williams@example.com,7494902283,good,FALSE,Finance,Nevada,Invalid Salary; Invalid Join_Date
EMP1620,Grace,Brown,,Finance-California,active,11/29/2023,87087.16,grace.brown@example.com,359544293,poor,FALSE,Finance,California,Age is required; Invalid Age; Invalid Join_Date
EMP1622,Grace,Davis,30,HR-Florida,active,10/25/2024,55867.23,grace.davis@example.com,3039429044,excellent,FALSE,HR,Florida,Invalid Join_Date
EMP1624,Bob,Jones,,Cloud Tech-Florida,pending,2/24/2021,98143.67,bob.jones@example.com,5856728726,excellent,FALSE,Cloud Tech,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1625,Frank,Johnson,25,Admin-Florida,pending,4/13/2023,67754.29,frank.johnson@example.com,6015343323,average,TRUE,Admin,Florida,Invalid Join_Date
EMP1626,Grace,Jones,,HR-Illinois,inactive,10/25/2023,77821.79,grace.jones@example.com,9135779082,average,FALSE,HR,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1627,Heidi,Miller,30,HR-Illinois,pending,9/17/2022,67764.44,heidi.miller@example.com,3506158147,poor,FALSE,HR,Illinois,Invalid Join_Date
EMP1628,Frank,Davis,40,DevOps-New York,pending,8/31/2020,102346.99,frank.davis@example.com,8810798333,excellent,TRUE,DevOps,New York,Invalid Join_Date
EMP1629,Charlie,Davis,25,Admin-Illinois,inactive,5/28/2024,73690.65,charlie.davis@example.com,2337209483,good,TRUE,Admin,Illinois,Invalid Join_Date
EMP1631,Grace,Brown,25,Cloud Tech-California,active,1/29/2022,55602.78,grace.brown@example.com,9977180512,good,FALSE,Cloud Tech,California,Invalid Join_Date
EMP1634,Eva,Johnson,30,Cloud Tech-Illinois,pending,11/22/2022,98891.48,eva.johnson@example.com,9970469471,good,TRUE,Cloud Tech,Illinois,Invalid Join_Date
EMP1635,Alice,Johnson,35,Admin-Nevada,active,11/18/2020,56079.0,alice.johnson@example.com,5878444834,average,TRUE,Admin,Nevada,Invalid Join_Date
EMP1636,Grace,Smith,35,DevOps-Florida,inactive,4/15/2023,N/A,grace.smith@example.com,4884712704,good,TRUE,DevOps,Florida,Invalid Salary; Invalid Join_Date
EMP1637,Bob,Davis,25,Sales-California,pending,8/26/2024,89137.97,bob.davis@example.com,8772216416,average,FALSE,Sales,California,Invalid Join_Date
EMP1638,Frank,Johnson,35,Admin-Illinois,active,7/20/2022,115079.97,frank.johnson@example.com,5823133483,excellent,TRUE,Admin,Illinois,Invalid Join_Date
EMP1639,Eva,Garcia,30,Finance-Illinois,active,2/18/2023,55067.02,eva.garcia@example.com,5871493924,poor,TRUE,Finance,Illinois,Invalid Join_Date
EMP1640,Bob,Miller,,HR-Illinois,pending,5/27/2021,98593.43,bob.miller@example.com,2362292586,average,TRUE,HR,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1642,Heidi,Garcia,25,HR-Texas,inactive,7/21/2023,105205.92,heidi.garcia@example.com,5557469659,poor,FALSE,HR,Texas,Invalid Join_Date
EMP1644,David,Garcia,35,Cloud Tech-Florida,pending,3/13/2024,107475.23,david.garcia@example.com,4450566587,average,FALSE,Cloud Tech,Florida,Invalid Join_Date
EMP1645,Charlie,Jones,40,HR-California,active,3/20/2023,68835.3,charlie.jones@example.com,3398741131,good,TRUE,HR,California,Invalid Join_Date
EMP1646,David,Jones,40,DevOps-New York,active,2/15/2024,66943.96,david.jones@example.com,5797067348,poor,TRUE,DevOps,New York,Invalid Join_Date
EMP1647,David,Smith,30,Admin-Illinois,inactive,11/15/2020,104525.69,david.smith@example.com,9601054856,excellent,FALSE,Admin,Illinois,Invalid Join_Date
EMP1648,Bob,Garcia,40,Sales-Texas,pending,3/27/2020,109360.74,bob.garcia@example.com,4172156228,average,TRUE,Sales,Texas,Invalid Join_Date
EMP1650,Eva,Davis,40,Admin-Illinois,active,4/20/2020,86801.48,eva.davis@example.com,4884021556,good,FALSE,Admin,Illinois,Invalid Join_Date
EMP1651,Alice,Garcia,,HR-Florida,pending,2024-08-05,62236.03,alice.garcia@example.com,3257375533,excellent,TRUE,HR,Florida,Age is required; Invalid Age
EMP1653,Frank,Jones,35,Sales-California,active,1/28/2023,68399.43,frank.jones@example.com,8085096084,excellent,FALSE,Sales,California,Invalid Join_Date
EMP1655,Frank,Jones,40,HR-Florida,active,3/16/2023,59179.74,frank.jones@example.com,1828197930,excellent,FALSE,HR,Florida,Invalid Join_Date
EMP1657,Charlie,Williams,30,Finance-Texas,active,5/13/2022,84971.85,charlie.williams@example.com,7860694095,average,FALSE,Finance,Texas,Invalid Join_Date
EMP1658,Frank,Brown,40,HR-California,pending,10/24/2024,89748.42,frank.brown@example.com,35624394,good,FALSE,HR,California,Invalid Join_Date
EMP1659,Charlie,Johnson,25,Admin-California,inactive,9/14/2024,94090.35,charlie.johnson@example.com,8739592322,good,FALSE,Admin,California,Invalid Join_Date
EMP1660,Frank,Garcia,35,HR-California,pending,2/15/2023,115229.12,frank.garcia@example.com,4210890284,poor,TRUE,HR,California,Invalid Join_Date
EMP1661,Alice,Williams,40,Cloud Tech-California,pending,5/25/2023,63927.07,alice.williams@example.com,1553334263,good,TRUE,Cloud Tech,California,Invalid Join_Date
EMP1663,Bob,Miller,40,Sales-California,inactive,7/17/2023,116961.61,bob.miller@example.com,3607763368,excellent,TRUE,Sales,California,Invalid Join_Date
EMP1665,Charlie,Jones,35,Admin-California,inactive,8/30/2023,70394.94,charlie.jones@example.com,7955633184,excellent,FALSE,Admin,California,Invalid Join_Date
EMP1666,Grace,Miller,35,Finance-California,pending,4/17/2023,86465.5,grace.miller@example.com,7481700665,poor,TRUE,Finance,California,Invalid Join_Date
EMP1667,Charlie,Brown,30,Cloud Tech-New York,pending,4/25/2021,96341.58,charlie.brown@example.com,1554164315,excellent,FALSE,Cloud Tech,New York,Invalid Join_Date
EMP1668,Bob,Jones,30,Admin-Florida,active,7/14/2020,54465.47,bob.jones@example.com,7045023289,excellent,FALSE,Admin,Florida,Invalid Join_Date
EMP1669,Alice,Davis,25,Finance-Illinois,active,7/31/2020,68371.66,alice.davis@example.com,2822700933,poor,FALSE,Finance,Illinois,Invalid Join_Date
EMP1671,Charlie,Miller,25,Cloud Tech-Nevada,inactive,10/28/2024,114069.07,charlie.miller@example.com,5120734653,good,TRUE,Cloud Tech,Nevada,Invalid Join_Date
EMP1672,Heidi,Miller,,HR-Illinois,inactive,2020-03-10,117867.96,heidi.miller@example.com,9500507025,poor,FALSE,HR,Illinois,Age is required; Invalid Age
EMP1673,Charlie,Miller,,Sales-Florida,pending,3/13/2024,94509.58,charlie.miller@example.com,869822104,average,FALSE,Sales,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1676,Charlie,Brown,35,HR-Florida,pending,1/18/2020,98143.9,charlie.brown@example.com,5917793237,excellent,FALSE,HR,Florida,Invalid Join_Date
EMP1677,Heidi,Garcia,35,Cloud Tech-Florida,inactive,2023-07-05,N/A,heidi.garcia@example.com,2231164912,average,TRUE,Cloud Tech,Florida,Invalid Salary
EMP1678,Frank,Johnson,30,Finance-Illinois,inactive,3/19/2022,67492.73,frank.johnson@example.com,3424579888,excellent,TRUE,Finance,Illinois,Invalid Join_Date
EMP1679,Grace,Johnson,40,Admin-California,active,5/14/2022,93772.61,grace.johnson@example.com,4256529059,poor,FALSE,Admin,California,Invalid Join_Date
EMP1680,Eva,Garcia,35,DevOps-Nevada,pending,7/14/2024,68817.54,eva.garcia@example.com,3202032649,excellent,FALSE,DevOps,Nevada,Invalid Join_Date
EMP1681,Bob,Jones,30,Admin-California,active,7/28/2023,81874.01,bob.jones@example.com,9775396736,good,TRUE,Admin,California,Invalid Join_Date
EMP1683,Bob,Brown,35,HR-New York,pending,6/16/2022,100897.49,bob.brown@example.com,4578715840,average,TRUE,HR,New York,Invalid Join_Date
EMP1685,Frank,Miller,40,DevOps-Texas,inactive,6/13/2020,109048.24,frank.miller@example.com,8425476817,poor,FALSE,DevOps,Texas,Invalid Join_Date
EMP1686,Alice,Miller,35,Finance-Texas,pending,8/20/2022,62712.26,alice.miller@example.com,2683230357,average,FALSE,Finance,Texas,Invalid Join_Date
EMP1687,Eva,Jones,40,Cloud Tech-Texas,pending,5/24/2021,76935.85,eva.jones@example.com,9298808582,good,TRUE,Cloud Tech,Texas,Invalid Join_Date
EMP1688,David,Davis,25,Admin-Florida,pending,4/27/2024,56577.22,david.davis@example.com,8252129327,poor,TRUE,Admin,Florida,Invalid Join_Date
EMP1689,David,Johnson,40,Finance-Nevada,inactive,10/23/2021,61102.8,david.johnson@example.com,9634064685,good,TRUE,Finance,Nevada,Invalid Join_Date
EMP1691,David,Miller,25,Admin-Nevada,inactive,10/26/2021,51054.74,david.miller@example.com,3991062271,excellent,FALSE,Admin,Nevada,Invalid Join_Date
EMP1693,Charlie,Brown,35,Cloud Tech-New York,active,10/20/2022,56398.11,charlie.brown@example.com,3426192371,excellent,FALSE,Cloud Tech,New York,Invalid Join_Date
EMP1695,Heidi,Brown,30,HR-Illinois,pending,3/29/2024,74312.24,heidi.brown@example.com,3741897214,poor,FALSE,HR,Illinois,Invalid Join_Date
EMP1696,David,Davis,25,DevOps-Florida,inactive,1/23/2024,59431.25,david.davis@example.com,4064176926,poor,TRUE,DevOps,Florida,Invalid Join_Date
EMP1697,Heidi,Johnson,40,Sales-California,pending,11/28/2023,84306.44,heidi.johnson@example.com,4381199536,average,FALSE,Sales,California,Invalid Join_Date
EMP1699,Charlie,Williams,25,Sales-New York,inactive,8/28/2021,107359.3,charlie.williams@example.com,4510173972,excellent,FALSE,Sales,New York,Invalid Join_Date
EMP1700,Heidi,Johnson,25,DevOps-Illinois,inactive,2024-11-02,N/A,heidi.johnson@example.com,9641789968,good,FALSE,DevOps,Illinois,Invalid Salary
EMP1701,Frank,Garcia,,Admin-California,pending,2020-09-05,96080.26,frank.garcia@example.com,8609191910,average,FALSE,Admin,California,Age is required; Invalid Age
EMP1702,Grace,Smith,30,Sales-Nevada,inactive,4/17/2024,88602.75,grace.smith@example.com,3599660576,average,TRUE,Sales,Nevada,Invalid Join_Date
EMP1703,Frank,Garcia,40,DevOps-California,active,7/16/2020,86624.04,frank.garcia@example.com,9806603919,good,TRUE,DevOps,California,Invalid Join_Date
EMP1704,Charlie,Jones,30,Cloud Tech-New York,active,9/21/2022,63413.16,charlie.jones@example.com,5146074554,good,TRUE,Cloud Tech,New York,Invalid Join_Date
EMP1705,Grace,Jones,40,Sales-Illinois,pending,4/23/2023,67915.7,grace.jones@example.com,3470574237,good,FALSE,Sales,Illinois,Invalid Join_Date
EMP1706,Bob,Brown,25,Admin-Nevada,inactive,12/27/2024,108245.44,bob.brown@example.com,8565271558,poor,TRUE,Admin,Nevada,Invalid Join_Date
EMP1708,Eva,Garcia,,Cloud Tech-Nevada,active,2024-04-09,71273.32,eva.garcia@example.com,2634755751,good,FALSE,Cloud Tech,Nevada,Age is required; Invalid Age
EMP1709,Bob,Garcia,25,DevOps-New York,pending,2/28/2022,63262.23,bob.garcia@example.com,2501394883,good,FALSE,DevOps,New York,Invalid Join_Date
EMP1710,David,Davis,,DevOps-New York,pending,3/14/2024,89069.91,david.davis@example.com,8826913118,good,FALSE,DevOps,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1711,Frank,Johnson,40,DevOps-Nevada,inactive,12/13/2024,57287.17,frank.johnson@example.com,6425856260,average,TRUE,DevOps,Nevada,Invalid Join_Date
EMP1712,Grace,Smith,,HR-Nevada,active,12/29/2022,119890.35,grace.smith@example.com,4991537037,average,TRUE,HR,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1713,Frank,Brown,35,Sales-California,inactive,4/24/2022,103492.91,frank.brown@example.com,2407333372,poor,FALSE,Sales,California,Invalid Join_Date
EMP1714,Frank,Garcia,,Admin-Illinois,pending,3/14/2021,76254.42,frank.garcia@example.com,2043097767,excellent,FALSE,Admin,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1716,Alice,Williams,,Admin-California,active,2021-07-09,118907.61,alice.williams@example.com,4546553584,excellent,TRUE,Admin,California,Age is required; Invalid Age
EMP1717,Frank,Brown,25,DevOps-California,pending,11/13/2022,88942.62,frank.brown@example.com,1253892186,average,FALSE,DevOps,California,Invalid Join_Date
